Name,Address,Product,Draw,Value,Postal_Code,Latitude,Longitude
GIANT TIGER #19 NAPANEE,13 INDUSTRIAL BLVD K7R-1M7 NAPANEE,Lotto 649,13-May-2023,25000.0,K7R-1M7,44.258052,-76.960555
GIANT TIGER #211 HANOVER,880 10TH ST N4N-1S3 HANOVER,Lotto 649,13-May-2023,25000.0,N4N-1S3,44.156775,-81.007282
GREEN BLOCK TRADING POST,1 WATER L9M-1V5 PENETANGUISHENE,Lotto 649,15-Feb-2023,25000.0,L9M-1V5,44.769984,-79.935308
HARRISTON CONVENIENCE,26 ELORA ST S N0G-1Z0 HARRISTON,Lotto 649,15-Feb-2023,25000.0,N0G-1Z0,43.912544,-80.87093
IMPERIAL VARIETY,220 WELLINGTON ST N L8L-5A8 HAMILTON,Daily Keno,22-Feb-2023,25000.0,L8L-5A8,43.259957,-79.856274
J & B VARIETY,139 GLENMORRIS ST N1S-2Z4 CAMBRIDGE,CASHINGO,31-2361,25000.0,N1S-2Z4,43.34505,-80.321425
J'S VARIETY,434 LACLIE ST L3V-4P6 ORILLIA,100KMONYMTCH,31-2358,25000.0,L3V-4P6,44.62643,-79.4223197
K-CEE'S,18530 COUNTY ROAD 18 K0C-1S0 MARTINTOWN,Lotto 649,15-Feb-2023,25000.0,K0C-1S0,45.16347415,-74.66481147
LUCKY OXALIS INC.,2150 BURNHAMTHORPE RD W L5L-3A2 MISSISSAUGA,Lotto 649,15-Feb-2023,25000.0,L5L-3A2,43.543994,-79.683255
M & C LUCKY CONVENIENCE,141 MARTIN GROVE RD M9B-4K8 ETOBICOKE,Daily Keno,04-Mar-2023,25000.0,M9B-4K8,43.6494188,-79.5488909
M & D VARIETY,2700 KIPLING AVE M9V-4P2 ETOBICOKE,Daily Keno,05-Jun-2023,25000.0,M9V-4P2,43.75669,-79.58931
MAC'S ELGIN,87 VICTORIA ST S N7A-3H8 GODERICH,Ontario 49,11-Feb-2023,25000.0,N7A-3H8,43.740087,-81.707443
MAC'S MCNAUGHTON W,170 MCNAUGHTON AVE W N7L-1R4 CHATHAM,Lotto 649,13-May-2023,25000.0,N7L-1R4,42.411025,-82.204387
MAC'S YONGE,17725 YONGE ST L3Y-7C1 NEWMARKET,Lotto 649,15-Feb-2023,25000.0,L3Y-7C1,44.059732,-79.479907
MC CONVENIENCE,411 MANHATTAN DR L3P-7P4 UNIONVILLE,Lotto 649,15-Feb-2023,25000.0,L3P-7P4,43.88111,-79.288753
METRO #479- ORILLIA,70 FRONT ST N L3V-4R8 ORILLIA,Daily Keno,30-May-2023,25000.0,L3V-4R8,44.612369,-79.414892
METRO #759- MERCHANDISE BLDG,89 GOULD ST M5B-2R1 TORONTO,Daily Keno,19-Apr-2023,25000.0,M5B-2R1,43.658067,-79.376645
MISTER CONVENIENCE,184 MARINA BLVD K9H-6M9 PETERBOROUGH,Daily Keno,07-May-2023,25000.0,K9H-6M9,44.33318,-78.323575
MORELLO'S YOUR INDEPENDENT GROCER,400 LANSDOWNE ST E K9L-0B2 PETERBOROUGH,Lotto 649,15-Feb-2023,25000.0,K9L-0B2,44.293197,-78.28988
MOUNT ALBERT MAIN MILK & CONVENIENCE,61 MAIN ST L0G-1M0 MOUNT ALBERT,Daily Keno,30-Mar-2023,25000.0,L0G-1M0,44.135291,-79.309806
MR. GAS,400 DANIEL ST S K7S-3G9 ARNPRIOR,Lotto 649,15-Feb-2023,25000.0,K7S-3G9,45.423192,-76.36876
NEWLY ELSON'S VARIETY & GIFT,280 ELSON ST L3S-3L1 MARKHAM,Daily Keno,14-Apr-2023,25000.0,L3S-3L1,43.84073,-79.25294
NEWS DEPOT,262 DUNDAS ST N6A-1H3 LONDON,SUIT UP,31-2356,25000.0,N6A-1H3,42.984858,-81.245912
NICK'S CONFECTIONERY,920 MONTREAL RD K1K-0S8 OTTAWA,CROSSWORD,31-3235,25000.0,K1K-0S8,45.4464404,-75.6286906
PETRO CANADA,1270 BRIMLEY RD M1P-3G6 SCARBOROUGH,Pick 4,16-May-2023,25000.0,M1P-3G6,43.769384,-79.262176
PETRO CANADA,277 HIGHBURY AVE N5Z-2W8 LONDON,Pick 4,08-Jul-2023,25000.0,N5Z-2W8,42.984036,-81.198177
PETRO CANADA,354 QUEEN ST E L6V-1C3 BRAMPTON,Daily Keno,26-Apr-2023,25000.0,L6V-1C3,43.703695,-79.741492
PETRO CANADA,385 WESTON RD M6N-3P7 TORONTO,Daily Keno,03-May-2023,25000.0,M6N-3P7,43.680635,-79.475149
PETRO CANADA,9878 DIXIE RD L6S-5W4 BRAMPTON,Lotto 649,15-Feb-2023,25000.0,L6S-5W4,43.729228,-79.748202
PICKERING FOOD FAIR,1360 KINGSTON RD L1V-3B4 PICKERING,Pick 4,09-Jun-2023,25000.0,L1V-3B4,43.83837,-79.088857
PIONEER ON THE RUN,4495 BATH RD K7N-1A5 AMHERSTVIEW,Daily Keno,15-Feb-2023,25000.0,K7N-1A5,44.219207,-76.642233
PIONEER ON THE RUN,857 10TH ST N4N-1S1 HANOVER,Daily Keno,10-Jun-2023,25000.0,N4N-1S1,45.58201032,-93.58553234
QUICK PICK VARIETY,37 JOHN ST P2B-1Y2 STURGEON FALLS,CROSSWORD,31-3235,25000.0,P2B-1Y2,46.369585,-79.930573
QUICK STOP CONVENIENCE,876 DANFORTH RD M1K-1H8 SCARBOROUGH,Pick 4,26-Apr-2023,25000.0,M1K-1H8,43.728386,-79.2525111
RED APPLES CONVENIENCE,5700 MAVIS RD L5V-2N6 MISSISSAUGA,CASHINGO,31-2361,25000.0,L5V-2N6,43.607039,-79.69028
REXALL #83 -  SOUTHDOWN ROAD,1375 SOUTHDOWN RD L5J-2Z1 MISSISSAUGA,Pick 4,11-Jun-2023,25000.0,L5J-2Z1,43.519209,-79.639302
ROBLIN GAS BAR,3243 HIGHWAY 41 K0K-2W0 ROBLIN,SUIT UP,31-2356,25000.0,K0K-2W0,44.378475,-77.021596
SAM'S FOOD MARKET AND CONVENIENCE,9587 WESTON RD L4H-3A5 WOODBRIDGE,Pick 4,30-Apr-2023,25000.0,L4H-3A5,43.834305,-79.557091
SAWA CONVENIENCE STORE,8633 WESTON RD L4L-9R6 WOODBRIDGE,Daily Keno,03-May-2023,25000.0,L4L-9R6,43.812321,-79.55182
SHOP 'N GO CONVENIENCE,100 CAVELL AVE M8V-3V6 ETOBICOKE,Pick 4,30-Apr-2023,25000.0,M8V-3V6,43.616047,-79.496616
SIOUX LOTTERY CENTRE,64 FRONT ST P8T-1B1 SIOUX LOOKOUT,Daily Keno,06-Jul-2023,25000.0,P8T-1B1,50.0983232,-91.9183315
SMOKE & GIFT,1 SPADINA RD L4B-3M2 RICHMOND HILL,100KMONYMTCH,31-2358,25000.0,L4B-3M2,43.861375,-79.395151
SNAPPY FOOD MART,3600 ELLESMERE RD M1C-4Y8 SCARBOROUGH,Daily Keno,25-May-2023,25000.0,M1C-4Y8,43.790363,-79.174127
SOBEYS #4740,1012 BROAD ST E N1A-2Z2 DUNNVILLE,Ontario 49,20-May-2023,25000.0,N1A-2Z2,42.902963,-79.597978
STARLIGHT CONVENIENCE & SMOKE SHOP,780 DUNDAS ST N4S-1E9 WOODSTOCK,Lotto 649,15-Feb-2023,25000.0,N4S-1E9,43.131644,-80.743557
STIRLING SHELL,115 BELLEVILLE RD K0K-3E0 STIRLING,Lotto 649,13-May-2023,25000.0,K0K-3E0,44.295073,-77.539562
SUPER CONVENIENCE,574A PLAINS RD E L7T-2E5 BURLINGTON,Daily Keno,11-Mar-2023,25000.0,L7T-2E5,43.320566,-79.833719
SUPER GREEN CONVENIENCE,321 SANDWICH ST S N9V-2A9 AMHERSTBURG,100KMONYMTCH,31-2358,25000.0,N9V-2A9,42.099831,-83.107823
THE CORNER STORE,475 WESTNEY RD N L1T-3H4 AJAX,Daily Keno,01-Apr-2023,25000.0,L1T-3H4,43.868079,-79.037984
TWO BROTHERS CONVENIENCE,899 GRAND MARAIS RD E N8X-3H9 WINDSOR,Daily Keno,01-Jul-2023,25000.0,N8X-3H9,42.28262,-83.001298
ULTRAMAR ON THE RUN,401 MARCH RD K2K-0K1 KANATA,Lotto 649,13-May-2023,25000.0,K2K-0K1,45.337655,-75.911642
VICKY & MOM'S CONVENIENCE,9000 WESTON RD L4L-0L1 WOODBRIDGE,Daily Keno,24-Mar-2023,25000.0,L4L-0L1,43.821266,-79.555998
WESTHEIGHTS CONVENIENCE,450 WESTHEIGHTS DR N2N-2B9 KITCHENER,Lotto 649,13-May-2023,25000.0,N2N-2B9,43.417649,-80.535728
WILSON'S VARIETY & GROCERY,220 SORAUREN AVE M6R-2E9 TORONTO,Pick 4,22-Feb-2023,25000.0,M6R-2E9,43.646308,-79.443758
YOUNG FOOD MART,4190 KINGSTON RD M1E-4W1 SCARBOROUGH,Daily Keno,15-Jul-2023,25000.0,M1E-4W1,43.759602,-79.197969
ZEHRS #505 - BRADFORD,500 HOLLAND ST W L3Z-0A2 BRADFORD,Lotto 649,15-Feb-2023,25000.0,L3Z-0A2,44.105705,-79.591681
GATEWAY LOTTO,35ST BLOOR ST E M4W-1A9 TORONTO,Lotto 649,25-Mar-2023,23635.3,M4W-1A9,43.6702938,-79.3855427
KAVIYAM CONVENIENCE STORE INC.,2 QUAKER VILLAGE DR L9P-1A1 UXBRIDGE,Lotto 649,25-Mar-2023,23635.3,L9P-1A1,44.105375,-79.13943
PETRO CAN CREDITSTONE,2651 RUTHERFORD RD L4K-2N6 CONCORD,Lotto 649,25-Mar-2023,23635.3,L4K-2N6,43.83287,-79.522357
PETRO CANADA,765 GARDINERS RD K7M-3Y5 KINGSTON,Lotto 649,25-Mar-2023,23635.3,K7M-3Y5,44.248874,-76.568919
ULTRAMAR ON THE RUN,150 CONSUMERS DR L1N-9S3 WHITBY,Lotto 649,25-Mar-2023,23635.3,L1N-9S3,43.868664,-78.929561
BCC LOTTO CENTRE,25 PEEL CENTRE DR L6T-3R5 BRAMPTON,Pick 4,02-May-2023,20000.0,L6T-3R5,43.715668,-79.722413
CANADIAN PETROLEUM,4919 STEELES AVE E M1V-4Z4 SCARBOROUGH,Pick 4,29-Apr-2023,20000.0,M1V-4Z4,43.827111,-79.290933
CANADIAN TIRE GAS BAR #1118,274 FOURTH AVE L2R-6P9 ST CATHARINES,Daily Keno,09-Jun-2023,20000.0,L2R-6P9,43.154861,-79.269935
COFFEE TIME #2532,2195 MIDLAND AVE M1P-3E7 SCARBOROUGH,Pick 4,07-Feb-2023,20000.0,M1P-3E7,43.77346,-79.272261
COLBORNE ESSO AND CONVENIENCE,109 KING ST E K0K-1S0 COLBORNE,Pick 4,04-Jul-2023,20000.0,K0K-1S0,44.007608,-77.87943
D & DALSY MART,4365 BRANDON GATE DR L4T-3K6 MISSISSAUGA,Pick 4,16-Mar-2023,20000.0,L4T-3K6,43.725514,-79.626854
DAISY FRESH CONVENIENCE,1980 ROSEFIELD RD L1V-3M4 PICKERING,Pick 4,06-Mar-2023,20000.0,L1V-3M4,43.846174,-79.089891
GATEWAY NEWSTANDS,419 KING ST W L1J-2K5 OSHAWA,Pick 4,21-Jun-2023,20000.0,L1J-2K5,43.890239,-78.879438
GATEWAY NEWSTANDS LAWRENCE WEST,655 LAWRENCE AVE W M6A-1A9 NORTH YORK,Pick 4,22-Feb-2023,20000.0,M6A-1A9,43.716217,-79.442426
MAC'S CIGAR STORE,1625 DUNDAS ST W M6K-1V2 TORONTO,Pick 4,29-Mar-2023,20000.0,M6K-1V2,43.6497677,-79.4359792
MAC'S CIGAR STORE,1625 DUNDAS ST W M6K-1V2 TORONTO,Pick 4,30-Apr-2023,20000.0,M6K-1V2,43.6497677,-79.4359792
MAC'S NEW LISKEARD,14 PAGET ST S P0J-1P0 NEW LISKEARD,GOLDEN JP,31-2333,20000.0,P0J-1P0,47.508289,-79.67492
MR. CONVENIENCE,1474 PICKWICK DR L5V-2G2 MISSISSAUGA,Pick 4,21-Apr-2023,20000.0,L5V-2G2,43.5923,-79.70376
PETRO CANADA,1095 DON MILLS RD M3C-1W7 NORTH YORK,Pick 4,23-Jun-2023,20000.0,M3C-1W7,43.736984,-79.342976
RAINBOW VARIETY,249 VAUXHALL DR M1P-1R6 SCARBOROUGH,Pick 4,24-Apr-2023,20000.0,M1P-1R6,43.7592178,-79.2893478
SDM #922 - RIMROCK PLAZA,1115 LODESTAR RD M3J-0G9 NORTH YORK,Pick 4,14-Mar-2023,20000.0,M3J-0G9,43.759148,-79.466435
SIJ DAISY MART,420 7 HWY E L4B-3K2 RICHMOND HILL,Pick 4,12-Apr-2023,20000.0,L4B-3K2,40.00658891,-75.00673437
VAN WART'S YOUR INDEPENDENT GROCER,235 GORE RD K7L-5H6 KINGSTON,BINGO MULTIP,31-3080,20000.0,K7L-5H6,44.258928,-76.455778
CIRCLE K #1739,33 HUNTER ST E K9H-1G4 PETERBOROUGH,Poker Lotto All In,15-Mar-2023,19992.9,K9H-1G4,44.305784,-78.311369
BURK'S SHELL,465 SABLE RD P0P-1P0 MASSEY,Poker Lotto All In,16-Mar-2023,19462.2,P0P-1P0,46.213045,-82.072018
BRIMLEY BOOK STORE,3833 MIDLAND AVE M1V-5L6 SCARBOROUGH,Lotto 649,18-Feb-2023,19055.8,M1V-5L6,43.813935,-79.291532
SHELL,115 SALEM RD S L1Z-2C9 AJAX,Lotto 649,18-Feb-2023,19055.8,L1Z-2C9,43.860395,-79.014111
TAUNTON CONVENIENCE,250 TAUNTON RD E L1G-7T1 OSHAWA,Lotto 649,18-Feb-2023,19055.8,L1G-7T1,43.935605,-78.870833
T.J.'S VARIETY,2184 BLOOR ST W M6S-1N3 TORONTO,Poker Lotto All In,06-Feb-2023,18836.6,M6S-1N3,43.651699,-79.474822
MEL ROSA VARIETY,140 LA ROSE AVE M9P-1B2 ETOBICOKE,Poker Lotto All In,16-Mar-2023,18430.6,M9P-1B2,43.685678,-79.523604
PETRO CANADA,39 MAIN ST E L0G-1A0 BEETON,Poker Lotto All In,08-Mar-2023,18189.1,L0G-1A0,44.079146,-79.782065
FRIEND'S CONVENIENCE,2400 GUELPH LINE L7P-4M7 BURLINGTON,Poker Lotto All In,20-Mar-2023,18150.3,L7P-4M7,43.37421036,-79.83525848
CIRCLE K #52 - 9TH AVE E,1596 9TH AVE E N4K-3G3 OWEN SOUND,Poker Lotto All In,21-Mar-2023,18034.2,N4K-3G3,44.573699,-80.927386
COTTAM GAS & VARIETY,100 COUNTY RD 34 N0R-1B0 COTTAM,Poker Lotto All In,17-Mar-2023,17930.5,N0R-1B0,42.12803,-82.744334
SOBEYS #925 OSHAWA,1377 WILSON RD N L1K-2Z5 OSHAWA,Poker Lotto All In,07-Feb-2023,17917.8,L1K-2Z5,43.938843,-78.858562
WENQING ZHENG VARIETY STORE,24164 WOODBINE AVE L4P-3C9 KESWICK,Poker Lotto All In,07-Mar-2023,17690.7,L4P-3C9,44.232202,-79.44863
BRADFORD #1 SMOKE &  VARIETY,189 HOLLAND ST L3Z-1X8 BRADFORD,Poker Lotto All In,02-Mar-2023,17360.9,L3Z-1X8,44.116164,-79.558159
SHELL SELECT,2950 WOODROFFE AVE K2J-4G3 NEPEAN,Poker Lotto All In,04-Feb-2023,17332.1,K2J-4G3,45.291677,-75.728024
SUMON CONVENIENCE STORE,2950 KENNEDY RD M1V-1T1 SCARBOROUGH,Poker Lotto All In,16-Apr-2023,16805.9,M1V-1T1,43.804724,-79.299297
KENDALWOOD SMOKERS CORNER,1801 DUNDAS ST E L1N-7C5 WHITBY,Poker Lotto All In,08-Mar-2023,16776.4,L1N-7C5,43.886805,-78.904145
RONA TUCK SHOP,11 ARLETA AVE M3L-2E3 NORTH YORK,Poker Lotto All In,17-Apr-2023,16623.4,M3L-2E3,43.742943,-79.5009603
SHELL PORT HOPE,156 TORONTO RD L1A-3S5 PORT HOPE,Poker Lotto All In,03-Mar-2023,16528.8,L1A-3S5,43.959062,-78.322
GIANT TIGER #14 CARLETON PLACE,320 COLEMAN ST K7C-0B5 CARLETON PLACE,Poker Lotto All In,17-Mar-2023,16454.7,K7C-0B5,45.140083,-76.128456
SDM #992 - SUNRISE CENTRE,1400 OTTAWA ST S N2E-4E2 KITCHENER,Poker Lotto All In,02-Mar-2023,16434.3,N2E-4E2,43.415272,-80.515819
BIG BEE CONVENIENCE,66 MALL RD L8V-5B9 HAMILTON,Poker Lotto All In,21-Mar-2023,16355.0,L8V-5B9,43.221336,-79.861257
SOBEYS #715 ALGONQUIN,1899 ALGONQUIN AVE P1B-4Y8 NORTH BAY,Poker Lotto All In,11-Mar-2023,16265.0,P1B-4Y8,46.331303,-79.468844
ON THE GO CONVENIENCE,15 LOCKPORT WAY L8E-0H8 STONEY CREEK,Poker Lotto All In,09-Mar-2023,15857.0,L8E-0H8,43.218547,-79.634026
GATEWAY NEWSTAND STORE #107,1900 YONGE ST M4S-1Z2 TORONTO,Poker Lotto All In,28-Feb-2023,15553.9,M4S-1Z2,43.697772,-79.396907
AVONDALE DUNN,6175 DUNN ST L2G-2P4 NIAGARA FALLS,Poker Lotto All In,02-Feb-2023,15516.1,L2G-2P4,43.079261,-79.096374
NATIONS FRESH FOODS,1980 ST CLAIR AVE W M6N-0A3 TORONTO,Poker Lotto All In,26-Feb-2023,15369.9,M6N-0A3,43.672746,-79.470851
RCS #562 - CHATHAM,791 ST. CLAIR ST N7M-5J7 CHATHAM,Poker Lotto All In,17-Mar-2023,15246.2,N7M-5J7,42.429766,-82.217491
KENDAL VARIETY,3 MILL ST L0A-1E0 KENDAL,Poker Lotto All In,11-Mar-2023,15199.5,L0A-1E0,44.0279622,-78.5311187
BECKER'S,112 GARAFRAXA ST N0G-1R0 DURHAM,Poker Lotto All In,01-May-2023,15001.7,N0G-1R0,44.1766633,-80.8187807
ARNIE'S SMOKE SHOP,6677 MEADOWVALE TOWN CENT L5N-2R5 MISSISSAUGA,Pick 4,10-Mar-2023,15000.0,L5N-2R5,43.583344,-79.759775
AVONDALE GREENHILL,399 GREENHILL AVE L8K-6N5 HAMILTON,Pick 4,08-Mar-2023,15000.0,L8K-6N5,43.216809,-79.796032
BIG BEE CONVENIENCE & FOOD MART,4725 DORCHESTER RD L2E-0A8 NIAGARA FALLS,Pick 4,01-Feb-2023,15000.0,L2E-0A8,43.10478,-79.113007
BRISTOL MARKET,512 BRISTOL RD W L5R-3Z1 MISSISSAUGA,Pick 4,15-Mar-2023,15000.0,L5R-3Z1,43.601996,-79.671233
CIRCLE K #1019 - TAPSCOTT,31 TAPSCOTT RD M1B-4Y7 SCARBOROUGH,Pick 4,13-Jun-2023,15000.0,M1B-4Y7,43.806746,-79.22206
CIRCLE K #1280 - GREENBANK,299 GREENBANK RD K2H-8K9 NEPEAN,Pick 4,13-Apr-2023,15000.0,K2H-8K9,45.323868,-75.77732
CIRCLE K #60249 - EGLINTON,2900 EGLINTON AVE E M1J-2E4 SCARBOROUGH,Pick 4,10-Apr-2023,15000.0,M1J-2E4,43.739412,-79.237948
COLBORNE ESSO AND CONVENIENCE,109 KING ST E K0K-1S0 COLBORNE,Pick 4,04-Jul-2023,15000.0,K0K-1S0,44.007608,-77.87943
CORNER DISCOUNT,1333A DUNDAS ST W M6J-1X8 TORONTO,Pick 4,09-May-2023,15000.0,M6J-1X8,43.6493302,-79.4266347
DOLLAR CLUB,875 ST CLAIR AVE W M6C-1C4 TORONTO,Pick 4,01-Feb-2023,15000.0,M6C-1C4,43.679825,-79.433215
FINCH MAIN CONVENIENCE,2437 FINCH AVE W M9M-2E7 NORTH YORK,Pick 4,14-Apr-2023,15000.0,M9M-2E7,43.749719,-79.549771
GATEWAY NEWSTANDS PLUS LOTTO,1700 WILSON AVE M3L-1B2 NORTH YORK,Pick 4,17-Feb-2023,15000.0,M3L-1B2,43.721828,-79.511629
GLO-HAR CONVENIENCE STORE,1888 KENNEDY RD M1P-2L8 SCARBOROUGH,Pick 4,01-Jun-2023,15000.0,M1P-2L8,43.766519,-79.281763
GORMANVILLE GROCERY,504 GORMANVILLE RD P1B-4V5 NORTH BAY,BINGO MULTIP,31-3080,15000.0,P1B-4V5,46.325349,-79.487549
JF VARIETY,1911 FINCH AVE W M3N-2V2 NORTH YORK,Pick 4,29-Apr-2023,15000.0,M3N-2V2,43.756282,-79.515442
KILBRIDE COUNTRY STORE,2090 KILBRIDE ST L7P-0J1 BURLINGTON,Pick 4,06-Mar-2023,15000.0,L7P-0J1,43.424225,-79.938615
KITCHEN FOOD FAIR,45 OVERLEA BLVD M4H-1C3 TORONTO,Pick 4,23-Apr-2023,15000.0,M4H-1C3,43.705726,-79.346048
LUCKY LOTTERY CENTER,5085 SHEPPARD AVE E M1S-4N8 SCARBOROUGH,Pick 4,17-Apr-2023,15000.0,M1S-4N8,43.792495,-79.240104
MEGA CONVENIENCE,2002 MIDDLEFIELD RD L3S-1Y5 MARKHAM,Pick 4,27-Feb-2023,15000.0,L3S-1Y5,43.833215,-79.268903
PETRO CAN SHEPPARD,3905 SHEPPARD AVE E M1T-3L5 SCARBOROUGH,Pick 4,10-Jul-2023,15000.0,M1T-3L5,43.782791,-79.288697
PETRO CANADA,18423 HURONTARIO ST L7K-0X8 CALEDON VILLAGE,Pick 4,26-Feb-2023,15000.0,L7K-0X8,43.861278,-79.995652
PETRO CANADA,925 SIMCOE ST N L1G-4W3 OSHAWA,Pick 4,25-May-2023,15000.0,L1G-4W3,43.921962,-78.873759
PICK QUICK SMOKE & VARIETY,4451 KINGSTON RD M1E-2N7 SCARBOROUGH,Pick 4,22-Feb-2023,15000.0,M1E-2N7,43.76919028,-79.18800348
SHELL,1805 VICTORIA PARK AVE M1R-1T3 SCARBOROUGH,Pick 4,14-Jul-2023,15000.0,M1R-1T3,43.742639,-79.309511
SHELL GAS HWY10/WEXFORD,10178 HURONTARIO ST L7A-0E4 BRAMPTON,Daily Keno,16-Feb-2023,15000.0,L7A-0E4,43.709115,-79.792324
SHELL SELECT,1501 WELLINGTON ST E L4G-7B8 AURORA,Pick 4,07-May-2023,15000.0,L4G-7B8,44.010563,-79.417937
SHELL SELECT,408 HWY 7  E L4B-1A7 RICHMOND HILL,Pick 4,10-Apr-2023,15000.0,L4B-1A7,43.842668,-79.392569
SOBEYS #4719 -  MILTON,1035 BRONTE ST S L9T-8X3 MILTON,Pick 4,11-Feb-2023,15000.0,L9T-8X3,43.489093,-79.85826
WEG - WOODBINE RACETRACK,555 REXDALE BLVD M9W-5L2 ETOBICOKE,Pick 4,11-Mar-2023,15000.0,M9W-5L2,43.715139,-79.604184
WESTON DEPARTMENT STORE,1925 WESTON RD M9N-1W7 YORK,Pick 4,19-May-2023,15000.0,M9N-1W7,43.700645,-79.517068
SDM #777 - ROCKWOOD MALL,4141 DIXIE RD L4W-1V5 MISSISSAUGA,Poker Lotto All In,21-Mar-2023,14947.4,L4W-1V5,43.62564,-79.604682
GIANT TIGER #231 BRAMPTON,499 MAIN ST S L6Y-1N7 BRAMPTON,Poker Lotto All In,03-Mar-2023,14910.7,L6Y-1N7,43.666109,-79.737565
GOLDIE'S VARIETY,679 MOHAWK RD E L8V-2K6 HAMILTON,Poker Lotto All In,26-Jul-2023,14634.8,L8V-2K6,43.219557,-79.843374
ESSO/CIRCLE K# 52388,2471 BARTON ST E L8E-2X1 HAMILTON,Poker Lotto All In,02-May-2023,13877.9,L8E-2X1,43.237105,-79.759591
SDM #1466 - CHINGUACOUSY & CHAROLAIS,520 CHAROLAIS BLVD L6Y-0R5 BRAMPTON,Poker Lotto All In,03-Mar-2023,13723.1,L6Y-0R5,43.650075,-79.761118
HASTY SHEPPARD E,2926 SHEPPARD AVE E M1T-3J4 SCARBOROUGH,Poker Lotto All In,02-May-2023,12980.5,M1T-3J4,43.776049,-79.322054
ESSO/CIRCLE K# 52511,236 GLENDALE AVE L2T-2L2 ST CATHARINES,Poker Lotto All In,28-Jun-2023,11984.5,L2T-2L2,43.132985,-79.223925
ESSO/CONVENIENCE STORE,17844 LESLIE ST L3Y-3E5 NEWMARKET,Lotto Max,09-May-2023,11833.6,L3Y-3E5,44.07423,-79.434398
LAKESHORE FOOD MART,941A LAKESHORE RD E L5E-1E3 MISSISSAUGA,Poker Lotto All In,23-Feb-2023,11771.1,L5E-1E3,43.575464,-79.560837
CIRCLE K# 65031,615 CAMPBELL ST N0G-2H0 LUCKNOW,Poker Lotto All In,27-Jun-2023,11702.4,N0G-2H0,43.9616205,-81.5159841
THICKSON HUSKY,1600 ROSSLAND RD E L1N-5R5 WHITBY,Poker Lotto All In,09-Apr-2023,11257.3,L1N-5R5,43.904675,-78.919864
CTIRE GAS BAR,77 MAPLEVIEW DR W L4N-9H7 BARRIE,Poker Lotto All In,10-Apr-2023,11129.7,L4N-9H7,44.333164,-79.693161
ESSO GAS STATION,124 TILLSON AVE N4G-3A5 TILLSONBURG,Poker Lotto All In,20-Jul-2023,11082.7,N4G-3A5,42.867497,-80.723728
PRESTON FOOD MART,71 PRESTON ST K1R-7N8 OTTAWA,Poker Lotto All In,12-Apr-2023,11022.6,K1R-7N8,45.409644,-75.714735
AVONDALE KILLALY EAST,189 KILLALY ST E L3K-1N7 PORT COLBORNE,Poker Lotto All In,24-Jun-2023,11012.0,L3K-1N7,42.891371,-79.242629
CIRCLE K #45 - 10TH STREET E,280 10TH ST E N4K-1S5 OWEN SOUND,Poker Lotto All In,25-Jun-2023,10913.3,N4K-1S5,44.568206,-80.942047
MAC'S LISTOWEL,275 WALLACE AVE N N4W-1L1 LISTOWEL,Poker Lotto All In,07-Apr-2023,10613.1,N4W-1L1,43.733384,-80.952077
HIGHBURY MINI MART,1141 HIGHBURY AVE N5Y-1A5 LONDON,Poker Lotto All In,11-Apr-2023,10596.0,N5Y-1A5,43.012939,-81.212604
REXALL #1909 -  AMHERSTBURG,71 SANDWICH ST S N9V-1Z5 AMHERSTBURG,Poker Lotto All In,16-Jul-2023,10505.1,N9V-1Z5,42.108627,-83.109803
CNIB WM - ANCASTER,1051 GARNER RD W L9G-3K9 ANCASTER,Poker Lotto All In,08-Apr-2023,10301.8,L9G-3K9,43.197547,-80.013806
#300 FORTINOS (EASTGATE 2012),75 CENTENNIAL PKY N L8E-2P2 HAMILTON,Lottario,18-Mar-2023,10000.0,L8E-2P2,43.230816,-79.765787
7-ELEVEN OTTAWA,925 OTTAWA ST N8X-2E2 WINDSOR,Lottario,01-Jul-2023,10000.0,N8X-2E2,42.308116,-83.016591
A & H CONVENIENCE STORE,70 PLUNKETT RD M9L-2J5 NORTH YORK,Daily Keno,12-Apr-2023,10000.0,M9L-2J5,43.759597,-79.570344
AMHERST PHARMASAVE,3485 KINGSTON RD M1M-1R4 SCARBOROUGH,Encore - 649,15-Mar-2023,10000.0,M1M-1R4,43.737636,-79.217326
AU COIN VARIETY,31 PRINCIPAL ST P0H-2M0 VERNER,Lotto 649,01-Jul-2023,10000.0,P0H-2M0,46.4121315,-80.12961737
AVONDALE HWY 8/GATESHEAD,184 8 HWY L8G-1C3 STONEY CREEK,Lotto 649,15-Jul-2023,10000.0,L8G-1C3,43.222146,-79.741678
AVONDALE VILLAGE GREEN,1501 HWY 55 L0S-1T0 VIRGIL,Encore - 649,12-Apr-2023,10000.0,L0S-1T0,43.221146,-79.122261
BALLINAFAD FARM MARKET,14303 TRAFALGER RD N0B-1H0 BALLINAFAD,Encore - Lotto Max,25-Apr-2023,10000.0,N0B-1H0,43.694302,-80.009097
BESTWAY CONVENIENCE,110 RITCHIE AVE L1S-7G5 AJAX,Pick 4,02-Mar-2023,10000.0,L1S-7G5,43.854561,-79.040573
BIG BEAR FOOD MART,159 HIGHLAND RD E N2M-3W1 KITCHENER,Lottario,01-Apr-2023,10000.0,N2M-3W1,43.438528,-80.493341
